frankfurter,sausage,liver loaf,ham,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,beverages,soft cheese,hard cheese,cream cheese,mayonnaise,domestic eggs,rolls/buns,roll products,flour,pasta,margarine,specialty fat,sugar,soups,skin care,hygiene articles,candles
soap,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cooking chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat food,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potato products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honey,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
detergent,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd cheese,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasta,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candy,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jam,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandy,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen fish,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instant coffee,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwieback,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental care,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soups,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roll products,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abrasive cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skin care,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquor,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soap,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
male cosmetics,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen fish,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
